ID_Contrato,Produto,Valor_Nocional,Taxa_Contratada_AA,Prazo_Remanescente_Meses,Indexador,Rating_2682,Dias_Atraso,PD,LGD,EAD
1579,Emprestimo_Pessoal,42078.22,0.2101,32,POS-CDI,B,100,0.01,0.75,42078.22
1580,Cartao_Credito,41717.68,0.1981,28,POS-CDI,D,0,0.1,0.85,49191.26
1581,Emprestimo_Pessoal,1046.06,0.1649,13,PRE,AA,0,0.001,0.75,1046.06
1582,Parcelado_Loja,37602.5,0.2185,1,PRE,C,15,0.03,0.65,37602.5
1583,Parcelado_Loja,38054.48,0.1694,35,PRE,B,0,0.01,0.65,38054.48
1584,Emprestimo_Pessoal,34079.75,0.2823,30,POS-CDI,AA,0,0.001,0.75,34079.75
1585,Emprestimo_Pessoal,37935.1,0.1587,36,POS-CDI,G,5,0.7,0.75,37935.1
1586,Emprestimo_Pessoal,42177.53,0.2792,25,POS-CDI,AA,0,0.001,0.75,42177.53
1587,Parcelado_Loja,23780.79,0.2207,16,POS-CDI,AA,0,0.001,0.65,23780.79
1588,Emprestimo_Pessoal,25351.49,0.2691,19,PRE,B,5,0.01,0.75,25351.49
1589,Parcelado_Loja,6673.35,0.2483,1,POS-CDI,A,0,0.005,0.65,6673.35
1590,Cartao_Credito,19576.11,0.2454,5,PRE,AA,0,0.001,0.85,24193.14
1591,Parcelado_Loja,32346.58,0.1784,22,PRE,AA,0,0.001,0.65,32346.58
1592,Parcelado_Loja,39129.79,0.1621,24,POS-CDI,B,0,0.01,0.65,39129.79
1593,Cartao_Credito,11251.85,0.158,43,PRE,B,0,0.01,0.85,13417.08
1594,Parcelado_Loja,7322.23,0.2743,45,PRE,A,0,0.005,0.65,7322.23
1595,Emprestimo_Pessoal,33320.58,0.2677,37,PRE,F,0,0.5,0.75,33320.58
1596,Emprestimo_Pessoal,593.05,0.1993,36,PRE,AA,5,0.001,0.75,593.05
1597,Parcelado_Loja,9329.44,0.1438,36,POS-CDI,AA,0,0.001,0.65,9329.44
1598,Emprestimo_Pessoal,1939.03,0.1888,4,PRE,A,0,0.005,0.75,1939.03
1599,Parcelado_Loja,8760.81,0.2315,36,PRE,B,0,0.01,0.65,8760.81
1600,Emprestimo_Pessoal,9475.3,0.2018,18,PRE,AA,0,0.001,0.75,9475.3
1601,Emprestimo_Pessoal,19689.84,0.2604,16,PRE,AA,0,0.001,0.75,19689.84
1602,Parcelado_Loja,20415.19,0.2996,41,PRE,C,5,0.03,0.65,20415.19
1603,Emprestimo_Pessoal,43775.99,0.1544,18,PRE,G,0,0.7,0.75,43775.99
1604,Parcelado_Loja,25750.43,0.2027,22,PRE,A,0,0.005,0.65,25750.43
1605,Emprestimo_Pessoal,36308.54,0.1976,2,POS-CDI,AA,0,0.001,0.75,36308.54
1606,Emprestimo_Pessoal,5654.8,0.1748,21,POS-CDI,H,0,1.0,0.75,5654.8
1607,Cartao_Credito,11659.22,0.1557,36,PRE,D,0,0.1,0.85,13113.13
1608,Cartao_Credito,35295.7,0.1318,44,PRE,A,0,0.005,0.85,42715.86
1609,Parcelado_Loja,3113.8,0.2797,39,PRE,C,0,0.03,0.65,3113.8
1610,Cartao_Credito,24586.58,0.1956,47,POS-CDI,C,5,0.03,0.85,27223.83
1611,Parcelado_Loja,30168.76,0.2094,39,PRE,E,0,0.3,0.65,30168.76
1612,Cartao_Credito,30306.21,0.285,29,POS-CDI,C,0,0.03,0.85,36045.9
1613,Emprestimo_Pessoal,1635.17,0.2597,26,POS-CDI,A,0,0.005,0.75,1635.17
1614,Parcelado_Loja,16444.35,0.1435,21,POS-CDI,A,0,0.005,0.65,16444.35
1615,Parcelado_Loja,32006.29,0.2218,17,POS-CDI,A,0,0.005,0.65,32006.29
1616,Emprestimo_Pessoal,7875.49,0.1996,16,PRE,A,0,0.005,0.75,7875.49
1617,Parcelado_Loja,34923.07,0.2635,31,PRE,B,0,0.01,0.65,34923.07
1618,Parcelado_Loja,37423.3,0.2504,9,POS-CDI,F,15,0.5,0.65,37423.3
1619,Cartao_Credito,49107.47,0.2443,31,PRE,A,0,0.005,0.85,56622.47
1620,Parcelado_Loja,10887.18,0.1813,14,PRE,A,0,0.005,0.65,10887.18
1621,Emprestimo_Pessoal,41343.97,0.2649,37,PRE,A,5,0.005,0.75,41343.97
1622,Cartao_Credito,26254.68,0.1294,2,PRE,A,0,0.005,0.85,29062.52
1623,Cartao_Credito,18986.4,0.1487,46,POS-CDI,A,0,0.005,0.85,22109.17
1624,Emprestimo_Pessoal,6557.65,0.1804,14,PRE,AA,5,0.001,0.75,6557.65
1625,Emprestimo_Pessoal,36907.53,0.1338,33,PRE,A,0,0.005,0.75,36907.53
1626,Cartao_Credito,12174.95,0.1623,35,POS-CDI,AA,0,0.001,0.85,13943.57
1627,Parcelado_Loja,18885.39,0.2694,39,POS-CDI,AA,0,0.001,0.65,18885.39
1628,Cartao_Credito,3595.84,0.2907,47,PRE,B,0,0.01,0.85,4475.68
1629,Emprestimo_Pessoal,40167.66,0.1748,20,PRE,AA,0,0.001,0.75,40167.66
1630,Cartao_Credito,38446.13,0.1676,2,PRE,AA,0,0.001,0.85,45445.4
1631,Emprestimo_Pessoal,36813.98,0.1704,41,PRE,AA,0,0.001,0.75,36813.98
1632,Cartao_Credito,15322.45,0.17,19,PRE,AA,0,0.001,0.85,18143.23
1633,Parcelado_Loja,9087.26,0.1265,37,PRE,B,0,0.01,0.65,9087.26
1634,Cartao_Credito,32058.89,0.2868,18,POS-CDI,A,15,0.005,0.85,38212.27
1635,Cartao_Credito,25060.24,0.1585,16,PRE,D,100,0.1,0.85,29188.41
1636,Emprestimo_Pessoal,9323.5,0.1956,4,PRE,AA,0,0.001,0.75,9323.5
1637,Emprestimo_Pessoal,34452.61,0.1217,12,PRE,AA,5,0.001,0.75,34452.61
1638,Emprestimo_Pessoal,49560.76,0.2744,29,PRE,AA,0,0.001,0.75,49560.76
1639,Cartao_Credito,37487.37,0.2516,7,POS-CDI,B,0,0.01,0.85,42844.47
1640,Parcelado_Loja,37129.33,0.2904,14,PRE,A,0,0.005,0.65,37129.33
1641,Emprestimo_Pessoal,47540.48,0.2607,12,PRE,E,0,0.3,0.75,47540.48
1642,Emprestimo_Pessoal,10545.35,0.1765,35,PRE,A,5,0.005,0.75,10545.35
1643,Cartao_Credito,28494.72,0.1646,5,POS-CDI,A,0,0.005,0.85,34402.85
1644,Emprestimo_Pessoal,48992.51,0.2456,17,PRE,B,0,0.01,0.75,48992.51
1645,Parcelado_Loja,8682.06,0.1855,42,PRE,F,0,0.5,0.65,8682.06
1646,Parcelado_Loja,35162.47,0.2219,32,PRE,AA,0,0.001,0.65,35162.47
1647,Emprestimo_Pessoal,29497.6,0.1211,10,POS-CDI,AA,0,0.001,0.75,29497.6
1648,Emprestimo_Pessoal,29530.72,0.1311,43,PRE,A,5,0.005,0.75,29530.72
1649,Cartao_Credito,35034.7,0.2164,17,PRE,A,0,0.005,0.85,39935.1
1650,Parcelado_Loja,46516.04,0.2219,5,PRE,G,0,0.7,0.65,46516.04
1651,Parcelado_Loja,39237.81,0.2553,45,PRE,A,0,0.005,0.65,39237.81
1652,Emprestimo_Pessoal,3278.74,0.1438,42,POS-CDI,AA,0,0.001,0.75,3278.74
1653,Cartao_Credito,42710.04,0.2124,9,POS-CDI,G,0,0.7,0.85,50556.2
1654,Parcelado_Loja,11664.3,0.155,33,PRE,C,0,0.03,0.65,11664.3
1655,Parcelado_Loja,19157.25,0.1368,36,PRE,AA,0,0.001,0.65,19157.25
1656,Cartao_Credito,23355.77,0.1939,36,PRE,E,0,0.3,0.85,26331.09
1657,Cartao_Credito,24304.85,0.1494,18,PRE,AA,5,0.001,0.85,26917.19
1658,Parcelado_Loja,22041.43,0.1599,9,PRE,AA,0,0.001,0.65,22041.43
1659,Parcelado_Loja,46898.99,0.1772,29,PRE,E,0,0.3,0.65,46898.99
1660,Cartao_Credito,35447.94,0.1667,14,PRE,A,15,0.005,0.85,42682.09
1661,Parcelado_Loja,31742.95,0.1358,25,PRE,AA,0,0.001,0.65,31742.95
1662,Emprestimo_Pessoal,2967.18,0.1362,15,POS-CDI,AA,0,0.001,0.75,2967.18
1663,Emprestimo_Pessoal,45243.71,0.1548,6,POS-CDI,B,0,0.01,0.75,45243.71
1664,Cartao_Credito,45514.81,0.1291,42,POS-CDI,AA,0,0.001,0.85,56052.9
1665,Cartao_Credito,39120.55,0.2328,29,PRE,A,0,0.005,0.85,43683.53
1666,Cartao_Credito,847.95,0.1717,15,POS-CDI,A,0,0.005,0.85,1052.67
1667,Emprestimo_Pessoal,3335.37,0.1704,29,PRE,AA,15,0.001,0.75,3335.37
1668,Parcelado_Loja,11648.57,0.1798,4,PRE,A,5,0.005,0.65,11648.57
1669,Emprestimo_Pessoal,7001.8,0.2393,18,POS-CDI,D,0,0.1,0.75,7001.8
1670,Parcelado_Loja,20242.38,0.2767,44,PRE,A,0,0.005,0.65,20242.38
1671,Emprestimo_Pessoal,46169.84,0.2566,39,PRE,AA,5,0.001,0.75,46169.84
1672,Parcelado_Loja,23866.99,0.251,16,PRE,AA,0,0.001,0.65,23866.99
1673,Emprestimo_Pessoal,1163.43,0.2072,11,PRE,A,0,0.005,0.75,1163.43
1674,Cartao_Credito,14495.91,0.2449,14,PRE,D,0,0.1,0.85,17983.36
1675,Emprestimo_Pessoal,2707.45,0.2195,3,PRE,AA,5,0.001,0.75,2707.45
1676,Parcelado_Loja,2296.24,0.1589,42,POS-CDI,AA,0,0.001,0.65,2296.24
1677,Emprestimo_Pessoal,14148.13,0.1575,38,PRE,A,0,0.005,0.75,14148.13
1678,Emprestimo_Pessoal,14142.81,0.1734,45,PRE,A,0,0.005,0.75,14142.81
1679,Emprestimo_Pessoal,39462.77,0.2839,42,PRE,AA,45,0.001,0.75,39462.77
1680,Cartao_Credito,48754.32,0.2185,18,PRE,C,0,0.03,0.85,56943.92
1681,Emprestimo_Pessoal,18874.75,0.2521,20,POS-CDI,AA,0,0.001,0.75,18874.75
1682,Cartao_Credito,21729.9,0.1824,25,PRE,B,0,0.01,0.85,25689.43
1683,Cartao_Credito,42317.08,0.1934,38,PRE,A,0,0.005,0.85,49566.84
1684,Emprestimo_Pessoal,13772.88,0.1426,13,PRE,A,0,0.005,0.75,13772.88
1685,Emprestimo_Pessoal,8240.9,0.1508,4,POS-CDI,AA,45,0.001,0.75,8240.9
1686,Emprestimo_Pessoal,42727.94,0.2689,14,POS-CDI,B,0,0.01,0.75,42727.94
1687,Parcelado_Loja,2801.78,0.2253,33,PRE,AA,0,0.001,0.65,2801.78
1688,Emprestimo_Pessoal,31175.12,0.1808,28,PRE,AA,0,0.001,0.75,31175.12
1689,Cartao_Credito,28318.65,0.2645,37,PRE,A,0,0.005,0.85,32434.16
1690,Emprestimo_Pessoal,17623.06,0.1644,8,PRE,B,0,0.01,0.75,17623.06
1691,Parcelado_Loja,16101.88,0.2957,44,PRE,AA,0,0.001,0.65,16101.88
1692,Emprestimo_Pessoal,38706.96,0.1821,34,POS-CDI,AA,15,0.001,0.75,38706.96
1693,Parcelado_Loja,4778.02,0.1807,44,PRE,C,0,0.03,0.65,4778.02
1694,Parcelado_Loja,12220.82,0.1761,5,POS-CDI,C,0,0.03,0.65,12220.82
1695,Emprestimo_Pessoal,36756.21,0.142,5,PRE,AA,0,0.001,0.75,36756.21
1696,Cartao_Credito,27641.87,0.14,31,PRE,A,0,0.005,0.85,31540.07
1697,Parcelado_Loja,6835.42,0.2367,45,PRE,A,0,0.005,0.65,6835.42
1698,Emprestimo_Pessoal,44165.71,0.2775,9,PRE,A,0,0.005,0.75,44165.71
1699,Emprestimo_Pessoal,19975.67,0.2623,42,PRE,D,0,0.1,0.75,19975.67
1700,Cartao_Credito,41479.48,0.1454,32,PRE,AA,0,0.001,0.85,46440.26
1701,Parcelado_Loja,39491.79,0.2182,33,PRE,B,0,0.01,0.65,39491.79
1702,Parcelado_Loja,31409.06,0.139,3,PRE,A,0,0.005,0.65,31409.06
1703,Emprestimo_Pessoal,24976.82,0.1282,30,PRE,A,0,0.005,0.75,24976.82
1704,Emprestimo_Pessoal,48987.77,0.2381,12,PRE,A,5,0.005,0.75,48987.77
1705,Cartao_Credito,7675.77,0.2163,29,PRE,E,0,0.3,0.85,9378.48
1706,Cartao_Credito,36395.21,0.1348,3,PRE,AA,5,0.001,0.85,41620.2
1707,Parcelado_Loja,9963.94,0.1263,26,PRE,AA,0,0.001,0.65,9963.94
1708,Parcelado_Loja,17244.02,0.2982,30,PRE,AA,0,0.001,0.65,17244.02
1709,Emprestimo_Pessoal,15780.59,0.1254,9,POS-CDI,G,0,0.7,0.75,15780.59
1710,Parcelado_Loja,47378.28,0.2,26,POS-CDI,B,0,0.01,0.65,47378.28
1711,Cartao_Credito,48384.13,0.2108,2,PRE,A,0,0.005,0.85,55284.84
1712,Cartao_Credito,9559.26,0.1411,3,PRE,AA,0,0.001,0.85,10540.48
1713,Emprestimo_Pessoal,1590.74,0.1504,46,PRE,D,0,0.1,0.75,1590.74
1714,Cartao_Credito,36140.4,0.1833,4,POS-CDI,C,0,0.03,0.85,42956.81
1715,Cartao_Credito,21190.5,0.2571,25,PRE,A,0,0.005,0.85,26009.6
1716,Cartao_Credito,4897.59,0.2113,13,PRE,AA,100,0.001,0.85,5787.32
1717,Cartao_Credito,34345.83,0.2348,39,POS-CDI,AA,0,0.001,0.85,37964.43
1718,Emprestimo_Pessoal,27482.72,0.2973,44,PRE,A,0,0.005,0.75,27482.72
1719,Emprestimo_Pessoal,49035.58,0.2582,35,PRE,B,0,0.01,0.75,49035.58
1720,Parcelado_Loja,11756.77,0.1982,23,PRE,AA,200,0.001,0.65,11756.77
1721,Cartao_Credito,20496.9,0.2004,9,PRE,A,0,0.005,0.85,23788.09
1722,Parcelado_Loja,27356.02,0.2314,2,POS-CDI,AA,0,0.001,0.65,27356.02
1723,Emprestimo_Pessoal,39689.15,0.2398,41,POS-CDI,B,0,0.01,0.75,39689.15
1724,Emprestimo_Pessoal,27667.51,0.2101,44,PRE,A,0,0.005,0.75,27667.51
1725,Emprestimo_Pessoal,30838.56,0.2361,31,PRE,AA,0,0.001,0.75,30838.56
1726,Emprestimo_Pessoal,11694.28,0.1242,44,PRE,A,0,0.005,0.75,11694.28
1727,Emprestimo_Pessoal,42422.48,0.1973,47,PRE,AA,5,0.001,0.75,42422.48
1728,Emprestimo_Pessoal,21717.21,0.1702,2,PRE,AA,45,0.001,0.75,21717.21
1729,Emprestimo_Pessoal,7477.5,0.1433,32,PRE,C,0,0.03,0.75,7477.5
1730,Cartao_Credito,33377.3,0.1379,18,PRE,AA,5,0.001,0.85,37345.04
1731,Parcelado_Loja,11196.48,0.2286,13,PRE,AA,0,0.001,0.65,11196.48
1732,Emprestimo_Pessoal,5329.34,0.2142,46,PRE,AA,5,0.001,0.75,5329.34
1733,Cartao_Credito,43168.35,0.1656,5,PRE,AA,0,0.001,0.85,50653.92
1734,Cartao_Credito,23278.03,0.2048,42,PRE,AA,0,0.001,0.85,26050.94
1735,Parcelado_Loja,37589.54,0.2086,44,PRE,AA,5,0.001,0.65,37589.54
1736,Emprestimo_Pessoal,14884.08,0.1551,10,PRE,A,5,0.005,0.75,14884.08
1737,Parcelado_Loja,39455.02,0.2374,43,PRE,AA,0,0.001,0.65,39455.02
1738,Emprestimo_Pessoal,6040.83,0.2606,25,PRE,B,0,0.01,0.75,6040.83
1739,Cartao_Credito,18120.68,0.2625,34,PRE,AA,0,0.001,0.85,20980.32
1740,Cartao_Credito,48914.06,0.2284,37,PRE,AA,5,0.001,0.85,56518.52
1741,Cartao_Credito,39802.49,0.2121,30,PRE,AA,0,0.001,0.85,49184.14
1742,Cartao_Credito,25114.17,0.131,7,PRE,D,0,0.1,0.85,30595.86
1743,Parcelado_Loja,17318.98,0.1718,6,POS-CDI,A,0,0.005,0.65,17318.98
1744,Emprestimo_Pessoal,43670.72,0.1368,3,PRE,B,0,0.01,0.75,43670.72
1745,Emprestimo_Pessoal,27469.96,0.2935,13,PRE,AA,0,0.001,0.75,27469.96
1746,Parcelado_Loja,38042.04,0.1443,3,PRE,C,0,0.03,0.65,38042.04
1747,Emprestimo_Pessoal,37828.33,0.1473,26,PRE,AA,0,0.001,0.75,37828.33
1748,Cartao_Credito,1388.31,0.2801,24,PRE,AA,0,0.001,0.85,1576.63
1749,Emprestimo_Pessoal,6749.56,0.2899,6,PRE,A,0,0.005,0.75,6749.56
1750,Cartao_Credito,33151.65,0.2578,43,PRE,AA,0,0.001,0.85,39588.93
1751,Parcelado_Loja,8500.18,0.121,42,PRE,G,0,0.7,0.65,8500.18
1752,Emprestimo_Pessoal,13146.92,0.1202,12,PRE,AA,0,0.001,0.75,13146.92
1753,Parcelado_Loja,47358.58,0.1881,36,PRE,H,0,1.0,0.65,47358.58
1754,Emprestimo_Pessoal,28229.02,0.1458,2,POS-CDI,A,0,0.005,0.75,28229.02
1755,Cartao_Credito,37661.11,0.1233,11,PRE,A,0,0.005,0.85,46965.68
1756,Parcelado_Loja,28120.05,0.2035,39,POS-CDI,AA,0,0.001,0.65,28120.05
1757,Emprestimo_Pessoal,27849.42,0.2898,34,POS-CDI,AA,0,0.001,0.75,27849.42
1758,Cartao_Credito,5160.52,0.1783,26,PRE,E,0,0.3,0.85,6274.91
1759,Parcelado_Loja,17511.33,0.239,18,PRE,AA,5,0.001,0.65,17511.33
1760,Parcelado_Loja,14480.33,0.2374,21,PRE,A,0,0.005,0.65,14480.33
1761,Emprestimo_Pessoal,19841.05,0.1652,36,POS-CDI,H,45,1.0,0.75,19841.05
1762,Emprestimo_Pessoal,40018.04,0.2371,40,POS-CDI,AA,0,0.001,0.75,40018.04
1763,Emprestimo_Pessoal,18910.67,0.1582,46,PRE,A,5,0.005,0.75,18910.67
1764,Cartao_Credito,22858.99,0.142,44,POS-CDI,A,0,0.005,0.85,25641.82
1765,Emprestimo_Pessoal,20170.38,0.2462,22,PRE,AA,0,0.001,0.75,20170.38
1766,Parcelado_Loja,5123.69,0.1404,30,PRE,AA,15,0.001,0.65,5123.69
1767,Parcelado_Loja,22333.07,0.2994,43,POS-CDI,A,0,0.005,0.65,22333.07
1768,Emprestimo_Pessoal,10182.66,0.153,30,POS-CDI,AA,0,0.001,0.75,10182.66
1769,Emprestimo_Pessoal,9742.8,0.2269,8,PRE,B,0,0.01,0.75,9742.8
1770,Parcelado_Loja,5154.79,0.194,34,POS-CDI,AA,45,0.001,0.65,5154.79
1771,Cartao_Credito,18155.21,0.1427,47,POS-CDI,G,0,0.7,0.85,22592.1
1772,Emprestimo_Pessoal,37995.35,0.125,9,POS-CDI,AA,0,0.001,0.75,37995.35
1773,Emprestimo_Pessoal,14183.86,0.2321,20,POS-CDI,A,0,0.005,0.75,14183.86
1774,Parcelado_Loja,15961.28,0.2652,40,POS-CDI,A,0,0.005,0.65,15961.28
1775,Emprestimo_Pessoal,32312.4,0.2716,25,PRE,AA,0,0.001,0.75,32312.4
1776,Cartao_Credito,10194.12,0.2069,19,POS-CDI,AA,0,0.001,0.85,12189.87
1777,Parcelado_Loja,44899.42,0.2599,5,PRE,B,5,0.01,0.65,44899.42
1778,Emprestimo_Pessoal,26249.43,0.2411,11,POS-CDI,D,0,0.1,0.75,26249.43
1779,Parcelado_Loja,22656.35,0.2504,15,PRE,AA,0,0.001,0.65,22656.35
1780,Emprestimo_Pessoal,28112.1,0.2087,8,PRE,A,0,0.005,0.75,28112.1
1781,Emprestimo_Pessoal,8718.7,0.234,19,PRE,AA,0,0.001,0.75,8718.7
1782,Emprestimo_Pessoal,30866.92,0.265,23,PRE,AA,0,0.001,0.75,30866.92
1783,Cartao_Credito,18473.49,0.1916,27,PRE,A,0,0.005,0.85,21288.43
1784,Cartao_Credito,44910.72,0.2651,40,POS-CDI,C,0,0.03,0.85,55478.33
1785,Parcelado_Loja,8858.28,0.2266,32,POS-CDI,AA,0,0.001,0.65,8858.28
1786,Emprestimo_Pessoal,25599.03,0.1499,26,PRE,H,0,1.0,0.75,25599.03
1787,Emprestimo_Pessoal,30106.58,0.1244,27,POS-CDI,AA,0,0.001,0.75,30106.58
1788,Cartao_Credito,2152.49,0.1853,19,POS-CDI,A,0,0.005,0.85,2395.47
1789,Emprestimo_Pessoal,18502.81,0.2184,42,PRE,A,0,0.005,0.75,18502.81
1790,Cartao_Credito,36765.44,0.2712,29,PRE,A,0,0.005,0.85,45691.46
1791,Emprestimo_Pessoal,41108.69,0.1429,39,POS-CDI,A,0,0.005,0.75,41108.69
1792,Parcelado_Loja,16001.52,0.264,41,PRE,AA,15,0.001,0.65,16001.52
1793,Emprestimo_Pessoal,40030.37,0.2753,33,POS-CDI,B,0,0.01,0.75,40030.37
1794,Emprestimo_Pessoal,48403.92,0.1471,19,POS-CDI,B,0,0.01,0.75,48403.92
1795,Cartao_Credito,42915.26,0.2733,37,POS-CDI,AA,0,0.001,0.85,52259.99
1796,Emprestimo_Pessoal,6323.38,0.2985,19,PRE,C,5,0.03,0.75,6323.38
1797,Emprestimo_Pessoal,37116.65,0.2508,33,PRE,AA,0,0.001,0.75,37116.65
1798,Cartao_Credito,16323.51,0.2613,47,PRE,B,5,0.01,0.85,18700.49
1799,Parcelado_Loja,49426.59,0.299,16,PRE,AA,0,0.001,0.65,49426.59
1800,Parcelado_Loja,24525.27,0.229,23,PRE,AA,5,0.001,0.65,24525.27
1801,Cartao_Credito,6560.48,0.1754,7,PRE,AA,0,0.001,0.85,7516.6
1802,Cartao_Credito,36396.68,0.2708,26,PRE,A,0,0.005,0.85,41403.2
1803,Cartao_Credito,16489.05,0.2306,32,POS-CDI,A,0,0.005,0.85,19351.54
1804,Cartao_Credito,49855.37,0.2246,12,PRE,AA,100,0.001,0.85,57195.4
1805,Cartao_Credito,48999.23,0.1657,8,PRE,AA,0,0.001,0.85,57871.42
1806,Parcelado_Loja,32978.63,0.2561,5,PRE,AA,0,0.001,0.65,32978.63
1807,Parcelado_Loja,6926.41,0.1347,42,PRE,A,0,0.005,0.65,6926.41
1808,Cartao_Credito,34499.62,0.2864,28,PRE,A,0,0.005,0.85,40382.68
1809,Emprestimo_Pessoal,5105.01,0.1786,5,POS-CDI,AA,0,0.001,0.75,5105.01
1810,Cartao_Credito,1953.53,0.143,26,PRE,AA,0,0.001,0.85,2430.85
1811,Emprestimo_Pessoal,41236.44,0.1996,5,POS-CDI,B,0,0.01,0.75,41236.44
1812,Cartao_Credito,10882.77,0.1276,22,PRE,AA,5,0.001,0.85,12115.29
1813,Cartao_Credito,19261.84,0.2432,15,POS-CDI,AA,0,0.001,0.85,22363.91
1814,Parcelado_Loja,48686.14,0.2825,13,POS-CDI,AA,0,0.001,0.65,48686.14
1815,Emprestimo_Pessoal,17173.6,0.2707,28,POS-CDI,A,0,0.005,0.75,17173.6
1816,Emprestimo_Pessoal,15176.24,0.1429,33,POS-CDI,A,15,0.005,0.75,15176.24
1817,Parcelado_Loja,45951.3,0.1427,43,POS-CDI,A,0,0.005,0.65,45951.3
1818,Parcelado_Loja,5982.05,0.2664,23,POS-CDI,AA,0,0.001,0.65,5982.05
1819,Parcelado_Loja,38099.33,0.2864,33,PRE,B,45,0.01,0.65,38099.33
1820,Parcelado_Loja,49409.25,0.2029,43,PRE,AA,0,0.001,0.65,49409.25
1821,Emprestimo_Pessoal,45114.15,0.2098,18,PRE,C,0,0.03,0.75,45114.15
1822,Emprestimo_Pessoal,32757.56,0.1773,30,PRE,A,0,0.005,0.75,32757.56
1823,Cartao_Credito,16046.01,0.281,26,PRE,A,45,0.005,0.85,18543.31
1824,Cartao_Credito,13088.94,0.2361,16,PRE,AA,0,0.001,0.85,15590.13
1825,Parcelado_Loja,41053.13,0.1719,13,POS-CDI,AA,0,0.001,0.65,41053.13
1826,Parcelado_Loja,44051.18,0.1738,39,POS-CDI,A,0,0.005,0.65,44051.18
1827,Parcelado_Loja,26509.03,0.2804,33,PRE,A,0,0.005,0.65,26509.03
1828,Cartao_Credito,12594.83,0.1225,26,PRE,AA,200,0.001,0.85,14915.27
1829,Cartao_Credito,6090.69,0.1781,1,POS-CDI,F,0,0.5,0.85,7048.7
1830,Cartao_Credito,4815.38,0.2198,38,PRE,G,0,0.7,0.85,5965.64
1831,Cartao_Credito,36094.33,0.1467,2,POS-CDI,A,5,0.005,0.85,40537.16
1832,Cartao_Credito,21295.88,0.1366,6,PRE,F,0,0.5,0.85,25556.89
1833,Cartao_Credito,45315.31,0.2667,46,PRE,AA,0,0.001,0.85,52125.0
1834,Cartao_Credito,37113.73,0.281,38,PRE,AA,15,0.001,0.85,41772.46
1835,Parcelado_Loja,9967.39,0.2682,42,POS-CDI,AA,0,0.001,0.65,9967.39
1836,Parcelado_Loja,30881.98,0.2818,24,PRE,A,0,0.005,0.65,30881.98
1837,Parcelado_Loja,22057.52,0.2196,18,PRE,AA,0,0.001,0.65,22057.52
1838,Parcelado_Loja,29073.86,0.2662,27,PRE,F,0,0.5,0.65,29073.86
1839,Cartao_Credito,37034.42,0.1891,41,PRE,AA,15,0.001,0.85,44756.27
1840,Emprestimo_Pessoal,40406.7,0.2399,8,POS-CDI,AA,0,0.001,0.75,40406.7
1841,Cartao_Credito,42265.0,0.298,28,POS-CDI,C,0,0.03,0.85,52487.59
1842,Emprestimo_Pessoal,13071.76,0.1606,10,PRE,AA,0,0.001,0.75,13071.76
1843,Parcelado_Loja,2040.22,0.1902,17,PRE,AA,0,0.001,0.65,2040.22
1844,Cartao_Credito,37095.09,0.2064,29,PRE,A,5,0.005,0.85,41762.3
1845,Parcelado_Loja,5764.01,0.1448,6,POS-CDI,AA,0,0.001,0.65,5764.01
1846,Cartao_Credito,16088.52,0.1346,14,POS-CDI,AA,15,0.001,0.85,18958.53
1847,Parcelado_Loja,688.95,0.2694,22,PRE,AA,0,0.001,0.65,688.95
1848,Emprestimo_Pessoal,34242.64,0.2958,6,POS-CDI,A,0,0.005,0.75,34242.64
1849,Emprestimo_Pessoal,8773.03,0.1929,26,PRE,F,0,0.5,0.75,8773.03
1850,Emprestimo_Pessoal,32936.48,0.1358,39,POS-CDI,C,5,0.03,0.75,32936.48
1851,Cartao_Credito,49591.26,0.1318,12,POS-CDI,AA,0,0.001,0.85,54675.98
1852,Emprestimo_Pessoal,4097.21,0.2804,35,POS-CDI,AA,0,0.001,0.75,4097.21
1853,Cartao_Credito,4315.36,0.2035,14,POS-CDI,A,0,0.005,0.85,5157.3
1854,Emprestimo_Pessoal,17348.81,0.1776,22,PRE,G,0,0.7,0.75,17348.81
1855,Emprestimo_Pessoal,43386.13,0.2058,23,POS-CDI,AA,0,0.001,0.75,43386.13
1856,Cartao_Credito,11168.73,0.1773,7,PRE,AA,45,0.001,0.85,13041.05
1857,Cartao_Credito,18338.7,0.208,40,PRE,B,0,0.01,0.85,20930.89
1858,Emprestimo_Pessoal,3891.02,0.2747,25,PRE,F,0,0.5,0.75,3891.02
1859,Cartao_Credito,38276.19,0.2266,13,POS-CDI,AA,0,0.001,0.85,42459.22
1860,Emprestimo_Pessoal,20711.16,0.245,21,PRE,AA,0,0.001,0.75,20711.16
1861,Cartao_Credito,38082.81,0.1856,41,PRE,AA,0,0.001,0.85,42279.05
1862,Parcelado_Loja,45228.59,0.2529,10,PRE,AA,0,0.001,0.65,45228.59
1863,Parcelado_Loja,12021.78,0.24,9,PRE,A,0,0.005,0.65,12021.78
1864,Parcelado_Loja,40466.1,0.1415,15,PRE,A,0,0.005,0.65,40466.1
1865,Parcelado_Loja,3425.15,0.2231,2,POS-CDI,A,0,0.005,0.65,3425.15
1866,Parcelado_Loja,44992.95,0.1662,25,POS-CDI,AA,0,0.001,0.65,44992.95
1867,Emprestimo_Pessoal,32713.04,0.2647,13,PRE,AA,0,0.001,0.75,32713.04
